id,kickoff_time_formatted,started,event_day,deadline_time,deadline_time_formatted,team_h_difficulty,team_a_difficulty,code,kickoff_time,team_h_score,team_a_score,finished,minutes,provisional_start_time,finished_provisional,event,team_a,team_h
48,16 Sep 15:00,1,2,2017-09-15T18:00:00Z,15 Sep 19:00,2,2,918942,2017-09-16T14:00:00Z,0,0,1,90,0,1,5,20,19
49,17 Sep 13:30,1,3,2017-09-15T18:00:00Z,15 Sep 19:00,4,4,918934,2017-09-17T12:30:00Z,0,0,1,90,0,1,5,1,5
50,17 Sep 16:00,1,3,2017-09-15T18:00:00Z,15 Sep 19:00,2,4,918938,2017-09-17T15:00:00Z,4,0,1,90,0,1,5,7,12
51,23 Sep 15:00,1,1,2017-09-23T10:30:00Z,23 Sep 11:30,2,3,918945,2017-09-23T14:00:00Z,0,0,1,90,0,1,6,8,4
52,23 Sep 15:00,1,1,2017-09-23T10:30:00Z,23 Sep 11:30,3,3,918946,2017-09-23T14:00:00Z,2,1,1,90,0,1,6,2,7
53,23 Sep 17:30,1,1,2017-09-23T10:30:00Z,23 Sep 11:30,4,3,918947,2017-09-23T16:30:00Z,2,3,1,90,0,1,6,10,9
54,23 Sep 15:00,1,1,2017-09-23T10:30:00Z,23 Sep 11:30,2,5,918948,2017-09-23T14:00:00Z,5,0,1,90,0,1,6,6,11
55,23 Sep 15:00,1,1,2017-09-23T10:30:00Z,23 Sep 11:30,4,2,918949,2017-09-23T14:00:00Z,0,1,1,90,0,1,6,12,14
56,23 Sep 15:00,1,1,2017-09-23T10:30:00Z,23 Sep 11:30,4,2,918950,2017-09-23T14:00:00Z,0,4,1,90,0,1,6,5,15
57,23 Sep 15:00,1,1,2017-09-23T10:30:00Z,23 Sep 11:30,2,3,918951,2017-09-23T14:00:00Z,1,2,1,90,0,1,6,18,16
58,23 Sep 12:30,1,1,2017-09-23T10:30:00Z,23 Sep 11:30,4,3,918952,2017-09-23T11:30:00Z,2,3,1,90,0,1,6,17,20
59,24 Sep 16:00,1,2,2017-09-23T10:30:00Z,23 Sep 11:30,3,2,918944,2017-09-24T15:00:00Z,1,0,1,90,0,1,6,13,3
60,25 Sep 20:00,1,3,2017-09-23T10:30:00Z,23 Sep 11:30,2,4,918943,2017-09-25T19:00:00Z,2,0,1,90,0,1,6,19,1
61,30 Sep 15:00,1,1,2017-09-30T10:30:00Z,30 Sep 11:30,3,3,918953,2017-09-30T14:00:00Z,0,0,1,90,0,1,7,9,2
62,30 Sep 17:30,1,1,2017-09-30T10:30:00Z,30 Sep 11:30,5,4,918955,2017-09-30T16:30:00Z,0,1,1,90,0,1,7,11,5
63,30 Sep 12:30,1,1,2017-09-30T10:30:00Z,30 Sep 11:30,4,2,918957,2017-09-30T11:30:00Z,0,4,1,90,0,1,7,17,8
64,30 Sep 15:00,1,1,2017-09-30T10:30:00Z,30 Sep 11:30,2,4,918958,2017-09-30T14:00:00Z,4,0,1,90,0,1,7,6,12
65,30 Sep 15:00,1,1,2017-09-30T10:30:00Z,30 Sep 11:30,2,2,918960,2017-09-30T14:00:00Z,2,1,1,90,0,1,7,14,15
66,30 Sep 15:00,1,1,2017-09-30T10:30:00Z,30 Sep 11:30,2,2,918961,2017-09-30T14:00:00Z,2,2,1,90,0,1,7,18,19
67,30 Sep 15:00,1,1,2017-09-30T10:30:00Z,30 Sep 11:30,2,3,918962,2017-09-30T14:00:00Z,1,0,1,90,0,1,7,16,20
68,01 Oct 12:00,1,2,2017-09-30T10:30:00Z,30 Sep 11:30,2,4,918954,2017-10-01T11:00:00Z,2,0,1,90,0,1,7,3,1
69,01 Oct 14:15,1,2,2017-09-30T10:30:00Z,30 Sep 11:30,3,3,918956,2017-10-01T13:15:00Z,0,1,1,90,0,1,7,4,7
70,01 Oct 16:30,1,2,2017-09-30T10:30:00Z,30 Sep 11:30,4,3,918959,2017-10-01T15:30:00Z,1,1,1,90,0,1,7,10,13
71,15 Oct 13:30,1,2,2017-10-14T10:30:00Z,14 Oct 11:30,2,2,918963,2017-10-15T12:30:00Z,1,1,1,90,0,1,8,7,3
72,14 Oct 15:00,1,1,2017-10-14T10:30:00Z,14 Oct 11:30,2,3,918964,2017-10-14T14:00:00Z,1,1,1,90,0,1,8,20,4
73,14 Oct 15:00,1,1,2017-10-14T10:30:00Z,14 Oct 11:30,4,3,918965,2017-10-14T14:00:00Z,2,1,1,90,0,1,8,5,6
74,16 Oct 20:00,1,3,2017-10-14T10:30:00Z,14 Oct 11:30,2,3,918966,2017-10-16T19:00:00Z,1,1,1,90,0,1,8,19,9
75,14 Oct 12:30,1,1,2017-10-14T10:30:00Z,14 Oct 11:30,4,4,918967,2017-10-14T11:30:00Z,0,0,1,90,0,1,8,12,10
76,14 Oct 15:00,1,1,2017-10-14T10:30:00Z,14 Oct 11:30,2,5,918968,2017-10-14T14:00:00Z,7,2,1,90,0,1,8,15,11
77,15 Oct 16:00,1,2,2017-10-14T10:30:00Z,14 Oct 11:30,3,2,918969,2017-10-15T15:00:00Z,2,2,1,90,0,1,8,13,14
78,14 Oct 15:00,1,1,2017-10-14T10:30:00Z,14 Oct 11:30,2,3,918970,2017-10-14T14:00:00Z,2,0,1,90,0,1,8,8,16
79,14 Oct 15:00,1,1,2017-10-14T10:30:00Z,14 Oct 11:30,3,4,918971,2017-10-14T14:00:00Z,1,0,1,90,0,1,8,2,17
80,14 Oct 17:30,1,1,2017-10-14T10:30:00Z,14 Oct 11:30,4,3,918972,2017-10-14T16:30:00Z,2,1,1,90,0,1,8,1,18
81,21 Oct 12:30,1,2,2017-10-20T18:00:00Z,20 Oct 19:00,2,4,918973,2017-10-21T11:30:00Z,4,2,1,90,0,1,9,18,5
82,22 Oct 13:30,1,3,2017-10-20T18:00:00Z,20 Oct 19:00,4,3,918974,2017-10-22T12:30:00Z,2,5,1,90,0,1,9,1,7
83,21 Oct 15:00,1,2,2017-10-20T18:00:00Z,20 Oct 19:00,4,2,918975,2017-10-21T14:00:00Z,2,1,1,90,0,1,9,12,8
84,21 Oct 15:00,1,2,2017-10-20T18:00:00Z,20 Oct 19:00,3,5,918976,2017-10-21T14:00:00Z,3,0,1,90,0,1,9,4,11
85,21 Oct 15:00,1,2,2017-10-20T18:00:00Z,20 Oct 19:00,2,3,918977,2017-10-21T14:00:00Z,1,0,1,90,0,1,9,6,13
86,21 Oct 17:30,1,2,2017-10-20T18:00:00Z,20 Oct 19:00,2,2,918978,2017-10-21T16:30:00Z,1,0,1,90,0,1,9,19,14
87,21 Oct 15:00,1,2,2017-10-20T18:00:00Z,20 Oct 19:00,3,2,918979,2017-10-21T14:00:00Z,1,2,1,90,0,1,9,2,15
88,21 Oct 15:00,1,2,2017-10-20T18:00:00Z,20 Oct 19:00,3,3,918980,2017-10-21T14:00:00Z,1,2,1,90,0,1,9,9,16
89,22 Oct 16:00,1,3,2017-10-20T18:00:00Z,20 Oct 19:00,4,4,918981,2017-10-22T15:00:00Z,4,1,1,90,0,1,9,10,17
90,20 Oct 20:00,1,1,2017-10-20T18:00:00Z,20 Oct 19:00,2,3,918982,2017-10-20T19:00:00Z,0,3,1,90,0,1,9,3,20
91,28 Oct 15:00,1,1,2017-10-28T10:30:00Z,28 Oct 11:30,2,4,918984,2017-10-28T14:00:00Z,2,1,1,90,0,1,10,16,1
